,Hour,Temp,Hum,Wind,Visb,Rainfall,Snow,Weekend,Holiday,Fday,DWeek_Friday,DWeek_Monday,DWeek_Saturday,DWeek_Sunday,DWeek_Thursday,DWeek_Tuesday,DWeek_Wednesday,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter,Count
0,0.1739130434782608,0.1132743362831858,0.5102040816326531,0.1621621621621621,0.99288256227758,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,33
1,0.8695652173913043,0.2070796460176991,0.4489795918367346,0.2837837837837837,0.9969496695475344,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,218
2,0.3478260869565217,0.511504424778761,0.673469387755102,0.1081081081081081,0.9954245043213014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3,0.9130434782608696,0.2690265486725663,0.3877551020408163,0.3108108108108107,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,133
4,0.6956521739130435,0.6477876106194691,0.5510204081632653,0.4324324324324324,0.2587697000508389,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1496
5,0.2608695652173913,0.3699115044247787,0.8673469387755102,0.2027027027027027,0.1021860701576004,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63
6,0.7826086956521738,0.7964601769911503,0.8061224489795917,0.0675675675675675,0.6120996441281138,0.0208333333333333,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,306
7,0.3913043478260869,0.3132743362831858,0.2857142857142857,0.2567567567567567,0.9654295882053888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,883
8,0.3043478260869565,0.6530973451327433,0.7040816326530611,0.0405405405405405,0.632435180477885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,657
9,0.9565217391304348,0.3185840707964602,0.2244897959183673,0.3918918918918918,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,319
10,0.6086956521739131,0.7026548672566371,0.4285714285714285,0.2297297297297297,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1096
11,0.1739130434782608,0.7008849557522123,0.5510204081632653,0.2162162162162162,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,276
12,0.4347826086956521,0.8442477876106194,0.5306122448979591,0.2432432432432432,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,551
13,0.0869565217391304,0.4230088495575221,0.6632653061224489,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,287
14,0.6956521739130435,0.2141592920353982,0.2551020408163265,0.4594594594594594,0.9923741738688358,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199
15,0.6521739130434783,0.9115044247787611,0.520408163265306,0.2432432432432432,0.7498729028978139,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,709
16,0.7826086956521738,0.6194690265486725,0.8061224489795917,0.2027027027027027,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2261
17,0.8695652173913043,0.7168141592920354,0.4999999999999999,0.3243243243243243,0.9517031011692934,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2252
18,0.7826086956521738,0.6176991150442477,0.5816326530612245,0.4189189189189188,0.3172343670564311,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1935
19,0.1304347826086956,0.5858407079646017,0.6428571428571428,0.2297297297297297,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,194
20,0.5217391304347826,0.4389380530973451,0.9693877551020408,0.2972972972972972,0.3268937468225724,0.0208333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,70
21,0.7826086956521738,0.3097345132743362,0.8979591836734693,0.081081081081081,0.1240467717336044,0.0,0.3068181818181818,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,281
22,0.0869565217391304,0.2212389380530973,0.6632653061224489,0.054054054054054,0.4865277071682766,0.0,0.0227272727272727,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38
23,0.0434782608695652,0.5026548672566371,0.7346938775510203,0.0,0.9827147941026944,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,774
24,1.0,0.4619469026548672,0.7040816326530611,0.2972972972972972,0.8627351296390442,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,467
25,0.217391304347826,0.6690265486725664,0.8877551020408162,0.1351351351351351,0.1108286731062531,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,235
26,1.0,0.5911504424778761,0.846938775510204,0.081081081081081,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1016
27,0.217391304347826,0.7327433628318584,0.846938775510204,0.054054054054054,0.3797661413319776,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,327
28,0.3913043478260869,0.8495575221238938,0.5408163265306122,0.2162162162162162,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,866
29,0.1304347826086956,0.7716814159292036,0.6632653061224489,0.081081081081081,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,255
30,0.7826086956521738,0.3539823008849557,0.4183673469387755,0.1351351351351351,0.9867819013726488,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,384
31,0.6521739130434783,0.6938053097345133,0.3979591836734693,0.4459459459459458,0.98932384341637,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1025
32,0.6521739130434783,0.9787610619469024,0.3469387755102041,0.2432432432432432,0.98220640569395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,665
33,0.6521739130434783,0.7716814159292036,0.2755102040816326,0.2432432432432432,0.2785968479918658,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1080
34,0.1739130434782608,0.8053097345132743,0.8673469387755102,0.1351351351351351,0.5317742755465175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,183
35,0.3478260869565217,0.6353982300884955,0.6938775510204082,0.1486486486486486,0.112353838332486,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2059
36,0.7391304347826086,0.2849557522123893,0.6938775510204082,0.1351351351351351,0.3701067615658363,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,277
37,1.0,0.5433628318584071,0.6938775510204082,0.2432432432432432,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,864
38,0.3478260869565217,0.4601769911504424,0.7857142857142857,0.0675675675675675,0.9974580579562784,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2154
39,0.8695652173913043,0.6831858407079646,0.8979591836734693,0.2297297297297297,0.1886120996441281,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1073
40,0.7391304347826086,0.6867256637168142,0.3469387755102041,0.3648648648648648,0.9832231825114388,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2034
41,0.1739130434782608,0.2424778761061946,0.3265306122448979,0.1486486486486486,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50
42,0.3478260869565217,0.3999999999999999,0.6836734693877551,0.0405405405405405,0.9903406202338586,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1888
43,0.4782608695652174,0.3911504424778761,0.3775510204081632,0.2162162162162162,0.648703609557702,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,356
44,0.4782608695652174,0.263716814159292,0.336734693877551,0.2027027027027027,0.9135739705134722,0.0,0.1590909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,194
45,0.217391304347826,0.3292035398230088,0.6530612244897959,0.0675675675675675,0.2399593289273004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,58
46,0.6086956521739131,0.7893805309734514,0.7346938775510203,0.4054054054054054,0.5556685307574987,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1030
47,0.6956521739130435,0.8902654867256636,0.5306122448979591,0.4054054054054054,0.8998474834773766,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1125
48,0.1739130434782608,0.2070796460176991,0.3265306122448979,0.2162162162162162,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50
49,0.217391304347826,0.3221238938053097,0.979591836734694,0.1351351351351351,0.0879511947127605,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91
50,0.0434782608695652,0.4867256637168141,0.7959183673469387,0.054054054054054,0.8317234367056431,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,572
51,0.8260869565217391,0.3522123893805309,0.5816326530612245,0.4324324324324324,0.9974580579562784,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,406
52,0.9565217391304348,0.3539823008849557,0.673469387755102,0.1486486486486486,0.3690899847483477,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,263
53,0.3913043478260869,0.3716814159292035,0.5408163265306122,0.1351351351351351,0.6634468734112862,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,457
54,1.0,0.7504424778761061,0.8877551020408162,0.0675675675675675,0.3177427554651754,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,373
55,0.6956521739130435,0.6938053097345133,0.3673469387755101,0.4324324324324324,0.963904422979156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
56,0.4347826086956521,0.2212389380530973,0.4183673469387755,0.0675675675675675,0.8978139298423996,0.0,0.1704545454545454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,168
57,0.8260869565217391,0.6690265486725664,0.8265306122448979,0.1351351351351351,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1720
58,0.9565217391304348,0.5504424778761061,0.5714285714285714,0.1351351351351351,0.8022369089984748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1316
59,0.7826086956521738,0.295575221238938,0.4081632653061224,0.6351351351351351,0.7097102186070158,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,317
60,0.8695652173913043,0.615929203539823,0.5408163265306122,0.2567567567567567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1979
61,0.6521739130434783,0.7575221238938052,0.3979591836734693,0.2162162162162162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
62,0.4782608695652174,0.6725663716814159,0.8061224489795917,0.2297297297297297,0.3746822572445348,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,735
